Company,Date,Price,Open,High,Low,Vol.,Change %
Abu Qir Fertilizers and Chemical Industries,2022-02-27,21.66,20.93,21.8,20.59,2820000,4.13
Abu Qir Fertilizers and Chemical Industries,2022-03-06,21.74,21.62,22.8,21.3,5190000,0.37
Abu Qir Fertilizers and Chemical Industries,2022-03-13,24.59,21.78,25.1,21.78,23110000,13.11
Abu Qir Fertilizers and Chemical Industries,2022-03-20,26.14,24.4,27.5,24.4,15110000,6.3
Abu Qir Fertilizers and Chemical Industries,2022-03-27,24.87,26.01,26.48,23.8,10030000,-4.86
Abu Qir Fertilizers and Chemical Industries,2022-04-03,24.41,24.99,25.5,24.2,4230000,-1.85
Abu Qir Fertilizers and Chemical Industries,2022-04-10,24.74,24.65,25.22,23.4,6430000,1.35
Abu Qir Fertilizers and Chemical Industries,2022-04-17,24.73,24.74,24.99,23.52,3030000,-0.04
Abu Qir Fertilizers and Chemical Industries,2022-04-24,28.29,24.81,30.01,24.65,6520000,14.4
Abu Qir Fertilizers and Chemical Industries,2022-05-08,27.95,28.7,29.3,26.63,11540000,-1.2
Abu Qir Fertilizers and Chemical Industries,2022-05-15,26.95,28.38,28.4,26.71,5450000,-3.58
Abu Qir Fertilizers and Chemical Industries,2022-05-22,25.25,26.92,27.21,25.02,7210000,-6.31
Abu Qir Fertilizers and Chemical Industries,2022-05-29,25.84,25.5,26.5,24.85,3620000,2.34
Abu Qir Fertilizers and Chemical Industries,2022-06-05,25.53,25.8,26.3,25.43,2380000,-1.2
Abu Qir Fertilizers and Chemical Industries,2022-06-12,24.7,25.4,25.4,24.14,4320000,-3.25
Abu Qir Fertilizers and Chemical Industries,2022-06-19,23.6,24.67,24.7,23.13,3940000,-4.45
Abu Qir Fertilizers and Chemical Industries,2022-06-26,22.7,23.6,23.8,21.2,4450000,-3.81
Abu Qir Fertilizers and Chemical Industries,2022-07-03,21.38,22.78,22.78,21.0,2210000,-5.81
Abu Qir Fertilizers and Chemical Industries,2022-07-17,22.5,21.38,22.69,20.9,6100000,5.24
Abu Qir Fertilizers and Chemical Industries,2022-07-24,22.86,22.71,23.5,22.31,6160000,1.6
Abu Qir Fertilizers and Chemical Industries,2022-07-31,24.0,23.25,24.44,23.0,5520000,4.99
Abu Qir Fertilizers and Chemical Industries,2022-08-07,24.08,24.06,24.96,23.75,12000000,0.33
Abu Qir Fertilizers and Chemical Industries,2022-08-14,24.97,24.2,25.0,23.6,8410000,3.7
Abu Qir Fertilizers and Chemical Industries,2022-08-21,24.91,24.95,25.24,24.1,5580000,-0.24
Abu Qir Fertilizers and Chemical Industries,2022-08-28,24.71,24.9,25.45,24.27,2290000,-0.8
Abu Qir Fertilizers and Chemical Industries,2022-09-04,25.08,24.92,25.3,23.8,6910000,1.5
Abu Qir Fertilizers and Chemical Industries,2022-09-11,23.9,25.08,25.63,23.2,10670000,-4.7
Abu Qir Fertilizers and Chemical Industries,2022-09-18,23.6,23.8,23.99,22.8,3540000,-1.26
Abu Qir Fertilizers and Chemical Industries,2022-09-25,24.8,23.8,24.82,23.5,5050000,5.08
Abu Qir Fertilizers and Chemical Industries,2022-10-02,25.67,24.8,25.88,24.45,1750000,3.51
Abu Qir Fertilizers and Chemical Industries,2022-10-09,25.64,25.52,25.97,25.1,2820000,-0.12
Abu Qir Fertilizers and Chemical Industries,2022-10-16,24.37,25.79,26.45,23.71,6190000,-4.95
Abu Qir Fertilizers and Chemical Industries,2022-10-23,26.4,24.5,29.61,24.3,6210000,8.33
Abu Qir Fertilizers and Chemical Industries,2022-10-30,27.37,26.35,28.5,25.4,7620000,3.67
Abu Qir Fertilizers and Chemical Industries,2022-11-06,28.14,27.37,28.5,26.42,4990000,2.81
Abu Qir Fertilizers and Chemical Industries,2022-11-13,29.45,28.14,29.49,28.14,7210000,4.66
Abu Qir Fertilizers and Chemical Industries,2022-11-20,30.81,29.45,31.88,29.31,5890000,4.62
Abu Qir Fertilizers and Chemical Industries,2022-11-27,34.95,30.84,35.4,30.78,11310000,13.44
Abu Qir Fertilizers and Chemical Industries,2022-12-04,38.89,35.49,39.85,35.3,6110000,11.27
Abu Qir Fertilizers and Chemical Industries,2022-12-11,37.88,39.3,39.99,36.52,4880000,-2.6
Abu Qir Fertilizers and Chemical Industries,2022-12-18,37.34,37.88,38.5,36.4,4270000,-1.43
Abu Qir Fertilizers and Chemical Industries,2022-12-25,38.79,37.0,39.39,36.75,3330000,3.88
Abu Qir Fertilizers and Chemical Industries,2023-01-01,45.2,38.75,47.99,38.5,7610000,16.52
Abu Qir Fertilizers and Chemical Industries,2023-01-08,45.0,45.71,46.77,43.21,9190000,-0.44
Abu Qir Fertilizers and Chemical Industries,2023-01-15,43.8,45.17,45.77,42.06,6550000,-2.67
Abu Qir Fertilizers and Chemical Industries,2023-01-22,43.06,43.5,44.25,42.22,5220000,-1.69
Abu Qir Fertilizers and Chemical Industries,2023-01-29,41.9,43.5,44.25,41.14,7910000,-2.69
Abu Qir Fertilizers and Chemical Industries,2023-02-05,42.0,41.77,42.29,39.25,10730000,0.24
Abu Qir Fertilizers and Chemical Industries,2023-02-12,42.1,41.92,42.65,40.88,6340000,0.24
Abu Qir Fertilizers and Chemical Industries,2023-02-19,40.82,42.43,42.68,39.86,5220000,-3.04
Abu Qir Fertilizers and Chemical Industries,2023-02-26,40.97,40.88,42.18,40.53,5750000,0.37
Abu Qir Fertilizers and Chemical Industries,2023-03-05,41.0,41.0,41.49,39.71,9010000,0.07
Abu Qir Fertilizers and Chemical Industries,2023-03-12,39.4,41.0,41.0,36.07,10650000,-3.9
Abu Qir Fertilizers and Chemical Industries,2023-03-19,39.94,39.4,40.48,37.5,6060000,1.37
Abu Qir Fertilizers and Chemical Industries,2023-03-26,43.81,40.0,44.37,40.0,10350000,9.69
Abu Qir Fertilizers and Chemical Industries,2023-04-02,44.81,43.9,51.0,43.7,5520000,2.28
Abu Qir Fertilizers and Chemical Industries,2023-04-09,45.88,44.81,46.39,43.64,3560000,2.39
Abu Qir Fertilizers and Chemical Industries,2023-04-16,48.43,46.6,49.48,46.3,1610000,5.56
Abu Qir Fertilizers and Chemical Industries,2023-04-23,50.39,48.5,50.99,48.39,2320000,4.05
Abu Qir Fertilizers and Chemical Industries,2023-04-30,48.27,50.62,50.89,46.5,3200000,-4.21
Abu Qir Fertilizers and Chemical Industries,2023-05-07,52.1,48.5,53.2,47.3,4470000,7.93
Abu Qir Fertilizers and Chemical Industries,2023-05-14,48.38,52.5,52.6,47.7,2920000,-7.14
Abu Qir Fertilizers and Chemical Industries,2023-05-21,47.92,48.5,49.42,46.65,2290000,-0.95
Abu Qir Fertilizers and Chemical Industries,2023-05-28,46.3,48.0,48.85,46.3,6270000,-3.38
Abu Qir Fertilizers and Chemical Industries,2023-06-04,43.05,46.55,46.9,42.42,15070000,-7.02
Abu Qir Fertilizers and Chemical Industries,2023-06-11,44.9,43.2,47.67,43.16,14430000,4.3
Abu Qir Fertilizers and Chemical Industries,2023-06-18,44.5,45.0,45.94,43.7,5300000,-0.89
Abu Qir Fertilizers and Chemical Industries,2023-06-25,44.55,45.0,45.0,43.91,989560,0.11
Abu Qir Fertilizers and Chemical Industries,2023-07-02,44.55,44.65,45.98,44.51,2160000,0.0
Abu Qir Fertilizers and Chemical Industries,2023-07-09,47.52,44.55,47.78,43.11,7910000,6.67
Abu Qir Fertilizers and Chemical Industries,2023-07-16,47.82,47.88,49.15,47.71,4840000,0.63
Abu Qir Fertilizers and Chemical Industries,2023-07-23,46.52,47.97,47.99,46.5,2360000,-2.72
Abu Qir Fertilizers and Chemical Industries,2023-07-30,46.94,46.57,48.47,46.15,4030000,0.9
Abu Qir Fertilizers and Chemical Industries,2023-08-06,48.61,46.99,49.44,46.6,3920000,3.56
Abu Qir Fertilizers and Chemical Industries,2023-08-13,49.47,49.0,50.6,48.98,3670000,1.77
Abu Qir Fertilizers and Chemical Industries,2023-08-20,50.97,49.65,51.3,49.0,2690000,3.03
Abu Qir Fertilizers and Chemical Industries,2023-08-27,52.75,50.97,52.75,50.4,2780000,3.49
Abu Qir Fertilizers and Chemical Industries,2023-09-03,53.7,52.7,54.24,51.8,2460000,1.8
Abu Qir Fertilizers and Chemical Industries,2023-09-10,58.0,54.01,59.0,53.8,3730000,8.01
Abu Qir Fertilizers and Chemical Industries,2023-09-17,62.35,58.2,64.0,58.03,5320000,7.5
Abu Qir Fertilizers and Chemical Industries,2023-09-24,67.0,62.51,70.89,62.51,4550000,7.46
Abu Qir Fertilizers and Chemical Industries,2023-10-01,66.41,67.6,70.0,64.0,1870000,-0.88
Abu Qir Fertilizers and Chemical Industries,2023-10-08,69.81,66.38,70.3,61.55,4470000,5.12
Abu Qir Fertilizers and Chemical Industries,2023-10-15,84.81,70.08,93.0,70.08,12340000,21.49
Abu Qir Fertilizers and Chemical Industries,2023-10-22,92.0,85.0,99.85,83.5,8620000,8.48
Abu Qir Fertilizers and Chemical Industries,2023-10-29,74.9,92.27,92.9,71.03,10020000,-18.59
Abu Qir Fertilizers and Chemical Industries,2023-11-05,82.21,76.0,85.0,75.29,6630000,9.76
Abu Qir Fertilizers and Chemical Industries,2023-11-12,83.55,83.3,84.81,78.2,4270000,1.63
Abu Qir Fertilizers and Chemical Industries,2023-11-19,84.25,84.0,86.75,82.9,4320000,0.84
Abu Qir Fertilizers and Chemical Industries,2023-11-26,79.35,84.6,84.8,77.5,4820000,-5.82
Abu Qir Fertilizers and Chemical Industries,2023-12-03,74.83,79.98,80.3,71.8,4790000,-5.7
Abu Qir Fertilizers and Chemical Industries,2023-12-10,76.94,75.0,78.79,69.5,8140000,2.82
Abu Qir Fertilizers and Chemical Industries,2023-12-17,77.0,77.01,80.1,76.3,4400000,0.08
Abu Qir Fertilizers and Chemical Industries,2023-12-24,83.35,77.3,84.77,75.2,6520000,8.25
Abu Qir Fertilizers and Chemical Industries,2023-12-31,82.0,83.99,85.85,81.75,2130000,-1.62
Abu Qir Fertilizers and Chemical Industries,2024-01-07,87.59,82.0,87.75,80.8,4010000,6.82
Abu Qir Fertilizers and Chemical Industries,2024-01-14,90.0,88.0,90.89,86.8,4560000,2.75
Abu Qir Fertilizers and Chemical Industries,2024-01-21,92.0,90.01,96.5,89.6,2790000,2.22
Abu Qir Fertilizers and Chemical Industries,2024-01-28,98.95,92.49,108.5,87.0,7950000,7.55
Abu Qir Fertilizers and Chemical Industries,2024-02-04,89.0,98.95,99.01,84.51,6320000,-10.06
Abu Qir Fertilizers and Chemical Industries,2024-02-11,90.8,89.0,92.0,88.0,2260000,2.02
Abu Qir Fertilizers and Chemical Industries,2024-02-18,90.82,90.8,91.83,88.0,2560000,0.02
Abu Qir Fertilizers and Chemical Industries,2024-02-25,67.0,90.82,90.82,66.0,16700000,-26.23
Abu Qir Fertilizers and Chemical Industries,2024-03-03,69.0,67.0,80.99,62.88,10510000,2.99
Abu Qir Fertilizers and Chemical Industries,2024-03-10,63.2,69.0,74.75,59.02,9350000,-8.41
Abu Qir Fertilizers and Chemical Industries,2024-03-17,67.1,63.2,68.0,59.0,5410000,6.17
Abu Qir Fertilizers and Chemical Industries,2024-03-24,63.09,67.1,69.5,62.31,3730000,-5.98
Abu Qir Fertilizers and Chemical Industries,2024-03-31,65.4,63.09,67.3,60.4,3850000,3.66
Abu Qir Fertilizers and Chemical Industries,2024-04-07,71.5,65.4,71.75,65.4,2960000,9.33
Abu Qir Fertilizers and Chemical Industries,2024-04-14,69.0,71.5,75.98,66.91,9690000,-3.5
Abu Qir Fertilizers and Chemical Industries,2024-04-21,63.0,69.0,71.5,59.88,4320000,-8.7
Abu Qir Fertilizers and Chemical Industries,2024-04-28,67.0,63.2,67.0,60.2,4570000,6.35
Abu Qir Fertilizers and Chemical Industries,2024-05-05,66.53,66.99,68.0,64.0,1810000,-0.7
Abu Qir Fertilizers and Chemical Industries,2024-05-12,64.95,66.7,67.2,60.11,2770000,-2.37
Abu Qir Fertilizers and Chemical Industries,2024-05-19,65.0,65.0,69.91,65.0,6680000,0.08
Abu Qir Fertilizers and Chemical Industries,2024-05-26,62.0,65.49,67.0,62.0,3500000,-4.62
Abu Qir Fertilizers and Chemical Industries,2024-06-02,57.72,62.5,63.5,56.12,9460000,-6.9
Abu Qir Fertilizers and Chemical Industries,2024-06-09,57.0,58.0,58.11,52.61,11980000,-1.25
Abu Qir Fertilizers and Chemical Industries,2024-06-23,58.6,57.22,59.69,54.33,9390000,2.81
Abu Qir Fertilizers and Chemical Industries,2024-06-30,60.02,58.8,61.25,58.11,7050000,2.42
Abu Qir Fertilizers and Chemical Industries,2024-07-07,54.0,60.1,61.0,53.82,9750000,-10.03
Abu Qir Fertilizers and Chemical Industries,2024-07-14,56.71,54.65,57.5,53.3,7790000,5.02
Abu Qir Fertilizers and Chemical Industries,2024-07-21,58.1,56.94,60.5,56.71,6310000,2.45
Abu Qir Fertilizers and Chemical Industries,2024-07-28,60.51,58.47,62.96,58.2,7770000,4.15
Abu Qir Fertilizers and Chemical Industries,2024-08-04,55.6,59.41,59.49,54.04,9190000,-8.11
Abu Qir Fertilizers and Chemical Industries,2024-08-11,58.6,56.01,59.24,55.0,21930000,5.4
Abu Qir Fertilizers and Chemical Industries,2024-08-18,57.01,58.9,59.17,56.67,7600000,-2.71
Abu Qir Fertilizers and Chemical Industries,2024-08-25,58.0,57.2,58.89,57.0,5910000,1.74
Abu Qir Fertilizers and Chemical Industries,2024-09-01,63.6,58.48,66.49,58.41,17760000,9.66
Abu Qir Fertilizers and Chemical Industries,2024-09-08,59.0,63.6,64.2,58.7,10400000,-7.23
Abu Qir Fertilizers and Chemical Industries,2024-09-15,61.45,59.0,61.45,57.63,18280000,4.15
Abu Qir Fertilizers and Chemical Industries,2024-09-22,61.55,61.5,62.03,59.6,7330000,0.16
Abu Qir Fertilizers and Chemical Industries,2024-09-29,62.0,64.0,64.48,61.45,8670000,0.73
Abu Qir Fertilizers and Chemical Industries,2024-10-06,62.99,62.16,63.3,60.11,5380000,1.6
Abu Qir Fertilizers and Chemical Industries,2024-10-13,65.09,63.48,65.49,62.9,9680000,3.33
Abu Qir Fertilizers and Chemical Industries,2024-10-20,56.92,65.74,65.75,56.01,8160000,-12.55
Abu Qir Fertilizers and Chemical Industries,2024-10-27,57.0,57.0,57.46,55.0,3430000,0.14
Abu Qir Fertilizers and Chemical Industries,2024-11-03,56.07,57.01,57.4,55.81,2670000,-1.63
Abu Qir Fertilizers and Chemical Industries,2024-11-10,54.81,56.3,56.39,54.65,5600000,-2.25
Abu Qir Fertilizers and Chemical Industries,2024-11-17,53.25,54.9,54.97,52.94,2630000,-2.85
Abu Qir Fertilizers and Chemical Industries,2024-11-24,52.79,53.27,53.6,51.54,2620000,-0.86
Abu Qir Fertilizers and Chemical Industries,2024-12-01,53.45,52.9,54.9,52.8,2540000,1.25
Abu Qir Fertilizers and Chemical Industries,2024-12-08,52.1,53.51,54.0,51.85,2620000,-2.53
Abu Qir Fertilizers and Chemical Industries,2024-12-15,50.51,52.38,52.45,48.51,5530000,-3.05
Abu Qir Fertilizers and Chemical Industries,2024-12-22,49.1,50.51,50.7,48.8,2180000,-2.79
Abu Qir Fertilizers and Chemical Industries,2024-12-29,49.96,49.11,49.98,47.81,1590000,1.75
Abu Qir Fertilizers and Chemical Industries,2025-01-05,48.12,49.96,49.99,48.01,1200000,-3.68
Abu Qir Fertilizers and Chemical Industries,2025-01-12,56.08,48.2,56.1,47.55,9610000,16.54
Abu Qir Fertilizers and Chemical Industries,2025-01-19,54.51,56.09,56.94,53.5,4850000,-2.8
Abu Qir Fertilizers and Chemical Industries,2025-01-26,55.89,54.51,56.1,53.26,3450000,2.53
Abu Qir Fertilizers and Chemical Industries,2025-02-02,55.19,55.88,57.0,54.06,3710000,-1.25
Abu Qir Fertilizers and Chemical Industries,2025-02-09,56.75,55.26,57.95,55.0,6030000,2.83
Abu Qir Fertilizers and Chemical Industries,2025-02-16,59.0,56.81,59.43,56.81,4840000,3.96
Abu Qir Fertilizers and Chemical Industries,2025-02-23,58.8,59.05,59.28,57.1,2050000,-0.34
Abu Qir Fertilizers and Chemical Industries,2025-03-02,61.5,58.75,61.9,58.0,4480000,4.59
Abu Qir Fertilizers and Chemical Industries,2025-03-09,58.73,61.5,61.73,58.7,2020000,-4.5
Abu Qir Fertilizers and Chemical Industries,2025-03-16,57.08,58.99,59.58,56.03,1730000,-2.81
Abu Qir Fertilizers and Chemical Industries,2025-03-23,56.86,57.1,57.89,54.8,1640000,-0.39
Abu Qir Fertilizers and Chemical Industries,2025-03-30,56.15,56.85,56.85,56.0,242680,-1.25
Abu Qir Fertilizers and Chemical Industries,2025-04-06,52.04,54.98,55.4,51.21,3940000,-7.32
Abu Qir Fertilizers and Chemical Industries,2025-04-13,52.11,52.89,53.1,52.05,1480000,0.13
Abu Qir Fertilizers and Chemical Industries,2025-04-20,52.6,52.31,52.62,51.64,1230000,0.94
Abu Qir Fertilizers and Chemical Industries,2025-04-27,53.97,52.8,54.21,52.5,2520000,2.6
Abu Qir Fertilizers and Chemical Industries,2025-05-04,53.4,53.97,56.17,53.26,4280000,-1.06
Abu Qir Fertilizers and Chemical Industries,2025-05-11,52.8,53.6,54.55,52.12,2500000,-1.12
Abu Qir Fertilizers and Chemical Industries,2025-05-18,49.0,52.98,53.1,48.26,4540000,-7.2
Abu Qir Fertilizers and Chemical Industries,2025-05-25,48.32,49.3,49.89,48.0,5040000,-1.39
Abu Qir Fertilizers and Chemical Industries,2025-06-01,49.89,48.44,49.89,48.19,2200000,3.25
Abu Qir Fertilizers and Chemical Industries,2025-06-08,49.9,50.0,51.5,49.68,4230000,0.02
Abu Qir Fertilizers and Chemical Industries,2025-06-15,45.97,47.51,47.9,45.01,5120000,-7.88
Abu Qir Fertilizers and Chemical Industries,2025-06-22,48.89,45.5,48.99,45.05,3850000,6.35
Abu Qir Fertilizers and Chemical Industries,2025-06-29,48.6,49.52,50.93,48.22,3230000,-0.59
Abu Qir Fertilizers and Chemical Industries,2025-07-06,50.25,48.86,50.4,48.31,4030000,3.4
Abu Qir Fertilizers and Chemical Industries,2025-07-13,51.8,50.5,52.83,49.51,8980000,3.08
Abu Qir Fertilizers and Chemical Industries,2025-07-20,50.55,52.02,53.25,50.15,4190000,-2.41
Abu Qir Fertilizers and Chemical Industries,2025-07-27,49.7,50.63,52.25,49.5,4230000,-1.68
Abu Qir Fertilizers and Chemical Industries,2025-08-03,53.1,49.5,53.37,48.75,5960000,6.84
Abu Qir Fertilizers and Chemical Industries,2025-08-10,52.49,53.3,54.49,50.5,4340000,-1.15
Abu Qir Fertilizers and Chemical Industries,2025-08-17,52.26,52.49,53.2,51.56,2440000,-0.44
Abu Qir Fertilizers and Chemical Industries,2025-08-24,52.59,52.31,52.63,51.7,1880000,0.63
Abu Qir Fertilizers and Chemical Industries,2025-08-31,52.82,52.61,54.0,52.1,3540000,0.44
Abu Qir Fertilizers and Chemical Industries,2025-09-07,53.5,52.85,54.0,51.9,3610000,1.29
Abu Qir Fertilizers and Chemical Industries,2025-09-14,52.3,53.5,54.8,51.92,4850000,-2.24
Abu Qir Fertilizers and Chemical Industries,2025-09-21,51.91,52.31,52.7,50.2,5390000,-0.75
Abu Qir Fertilizers and Chemical Industries,2025-09-28,53.43,53.0,53.67,52.4,4310000,2.93
Abu Qir Fertilizers and Chemical Industries,2025-10-05,53.5,53.51,54.29,53.5,2390000,0.13
Abu Qir Fertilizers and Chemical Industries,2025-10-12,53.38,53.41,54.19,52.25,5060000,-0.22
Abu Qir Fertilizers and Chemical Industries,2025-10-19,49.19,53.79,54.05,48.12,7270000,-7.85
Abu Qir Fertilizers and Chemical Industries,2025-10-26,48.6,49.45,49.5,47.98,4770000,-1.2
Abu Qir Fertilizers and Chemical Industries,2025-11-02,46.73,48.84,48.92,46.0,6540000,-3.85
Abu Qir Fertilizers and Chemical Industries,2025-11-09,46.2,46.97,47.28,46.05,6980000,-1.13
Abu Qir Fertilizers and Chemical Industries,2025-11-16,46.5,46.31,47.0,46.0,4790000,0.65
Abu Qir Fertilizers and Chemical Industries,2025-11-23,46.0,46.51,46.98,45.5,3500000,-1.08
Abu Qir Fertilizers and Chemical Industries,2025-11-30,45.64,46.18,46.3,45.18,4090000,-0.78
Abu Qir Fertilizers and Chemical Industries,2025-12-07,48.26,45.68,48.47,45.65,4720000,5.74
Abu Qir Fertilizers and Chemical Industries,2025-12-14,48.62,48.46,49.65,46.52,7360000,0.75
Abu Qir Fertilizers and Chemical Industries,2025-12-21,51.91,48.79,52.6,48.75,11210000,6.77
Abu Qir Fertilizers and Chemical Industries,2025-12-28,51.0,52.0,52.17,50.7,2060000,-1.75
Abu Qir Fertilizers and Chemical Industries,2026-01-04,52.23,51.0,52.55,48.9,5190000,2.41
Abu Qir Fertilizers and Chemical Industries,2026-01-11,50.02,52.23,53.65,49.01,8670000,-4.23
Abu Qir Fertilizers and Chemical Industries,2026-01-18,58.94,50.98,59.38,50.03,22420000,17.83
Abu Qir Fertilizers and Chemical Industries,2026-01-25,64.16,58.94,65.7,58.12,16520000,8.86
Abu Qir Fertilizers and Chemical Industries,2026-02-01,65.66,64.15,68.0,62.72,11270000,2.34
Abu Qir Fertilizers and Chemical Industries,2026-02-08,69.72,65.76,71.0,62.01,8060000,6.18
Abu Qir Fertilizers and Chemical Industries,2026-02-15,67.65,69.72,72.5,66.53,9280000,-2.97
Abu Qir Fertilizers and Chemical Industries,2026-02-22,69.7,67.01,71.89,65.0,9590000,3.03
Abu Qir Fertilizers and Chemical Industries,2026-03-01,77.93,66.0,85.84,63.7,16860000,11.81
Abu Qir Fertilizers and Chemical Industries,2026-03-08,88.06,83.1,91.8,78.5,16280000,13.0
Abu Qir Fertilizers and Chemical Industries,2026-03-15,87.0,89.0,90.35,82.5,7860000,-1.2
Abu Qir Fertilizers and Chemical Industries,2026-03-22,89.0,87.4,95.0,87.0,8670000,2.3
Abu Qir Fertilizers and Chemical Industries,2026-03-29,83.79,89.52,89.84,79.5,16930000,-5.85
AJWA Food Industries,2017-01-15,14.85,14.85,14.85,14.85,60010,10.0
AJWA Food Industries,2017-01-22,12.45,15.45,16.3,12.1,2130000,-16.16
AJWA Food Industries,2017-01-29,11.15,12.15,13.0,10.75,1840000,-10.44
AJWA Food Industries,2017-02-05,10.1,11.25,11.5,9.95,873820,-9.42
AJWA Food Industries,2017-02-12,9.65,10.3,10.35,9.3,472270,-4.46
AJWA Food Industries,2017-02-19,9.55,9.8,10.25,9.3,453880,-1.04
AJWA Food Industries,2017-02-26,9.25,9.8,9.9,8.8,249670,-3.14
AJWA Food Industries,2017-03-05,9.35,9.45,9.55,9.05,222370,1.08
AJWA Food Industries,2017-03-12,8.95,9.25,9.35,8.85,214820,-4.28
AJWA Food Industries,2017-03-19,9.2,8.95,9.35,8.7,372190,2.79
AJWA Food Industries,2017-03-26,9.45,9.25,10.05,9.15,359900,2.72
AJWA Food Industries,2017-04-02,9.5,9.5,9.7,9.35,281040,0.53
AJWA Food Industries,2017-04-09,9.6,9.4,10.2,9.0,354090,1.05
AJWA Food Industries,2017-04-16,9.25,9.65,9.8,9.15,139830,-3.65
AJWA Food Industries,2017-04-23,9.15,9.4,9.4,8.8,164520,-1.08
AJWA Food Industries,2017-04-30,9.45,9.2,9.8,8.95,270590,3.28
AJWA Food Industries,2017-05-07,9.4,9.55,9.75,9.25,278300,-0.53
AJWA Food Industries,2017-05-14,9.2,9.35,9.55,9.15,176540,-2.13
AJWA Food Industries,2017-05-21,8.75,9.2,9.35,8.25,177600,-4.89
AJWA Food Industries,2017-05-28,8.6,8.85,9.0,8.55,108950,-1.71
AJWA Food Industries,2017-06-04,9.0,8.75,9.15,8.75,159180,4.65
AJWA Food Industries,2017-06-11,8.7,8.95,9.15,8.65,152860,-3.33
AJWA Food Industries,2017-06-18,8.6,8.7,8.8,8.45,183910,-1.15
AJWA Food Industries,2017-06-25,8.6,8.55,8.7,8.5,41230,0.0
